"Target","Indicator","Indicator Name","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"4.5","4.5.1","Out-of-school rate for children of primary school age, primary education, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)","","","1.11","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)","","","1.05","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)","","","1.20","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)","","","1.00","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, fourth quintile, adjusted gender parity index (GPIA)","","","0.98","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, adjusted location parity index (LPIA)","","","0.35","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)","","","1.39","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, male, adjusted location parity index (LPIA)","","","0.87","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, urban, richest quintile, adjusted gender parity index (GPIA)","","","1.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, female, adjusted location parity index (LPIA)","","","0.97","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, female, adjusted wealth parity index (WPIA)","","","0.95","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.99","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, urban, middle quintile, adjusted gender parity index (GPIA)","","","0.98","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, poorest quintile, female, adjusted location parity index (LPIA)","","","0.99","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)","","","0.99","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, second quintile, adjusted location parity index (LPIA)","","","0.97","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, rural, female, adjusted wealth parity index (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, rural, male, adjusted wealth parity index (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.29","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, urban, second quintile, adjusted gender parity index (GPIA)","","","0.98","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, male, adjusted location parity index (LPIA)","","","0.78","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted gender parity index (GPIA)","","","0.95","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, rural, middle quintile, adjusted gender parity index (GPIA)","","","0.68","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, middle quintile, adjusted location parity index (LPIA)","","","1.05","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, richest quintile, male, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, urban, adjusted gender parity index (GPIA)","","","1.08","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)","","","0.30","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, urban, richest quintile, adjusted gender parity index (GPIA)","","","0.83","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, fourth quintile, adjusted gender parity index (GPIA)","","","0.75","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, middle quintile, male, adjusted location parity index (LPIA)","","","1.05","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, primary education, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, male, adjusted location parity index (LPIA)","","","0.70","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, poorest quintile, adjusted location parity index (LPIA)","","","1.11","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, rural, adjusted gender parity index (GPIA)","","","0.82","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, second quintile, adjusted location parity index (LPIA)","","","1.10","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, fourth quintile, female, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, fourth quintile, male, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, richest quintile, adjusted gender parity index (GPIA)","","","1.07","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, rural, middle quintile, adjusted gender parity index (GPIA)","","","0.67","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)","","","1.06","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, urban, male, adjusted wealth parity index (WPIA)","","","0.29","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)","","","1.99","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, female, adjusted wealth parity index (household survey data) (WPIA)","","","1.57","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, urban, adjusted wealth parity index (WPIA)","","","0.75","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, urban, poorest quintile, adjusted gender parity index (GPIA)","","","1.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)","","","1.73","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, poorest quintile, adjusted gender parity index (GPIA)","","","0.78","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.71","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted wealth parity index (WPIA)","","","0.72","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, middle quintile, female, adjusted location parity index (LPIA)","","","0.77","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.80","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, richest quintile, female, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, urban, adjusted gender parity index (household survey data) (GPIA)","","","1.49","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, female, adjusted wealth parity index (WPIA)","","","0.75","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.95","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, adjusted gender parity index (GPIA)","","","0.75","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, poorest quintile, adjusted location parity index (LPIA)","","","1.38","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, second quintile, female, adjusted location parity index (LPIA)","","","0.43","","","","","","","",""
